device_id,alquilado,alquiler_a,n_de_control,numero_serie
27700,True,NOVAMED S.A.,MG 4552,MG 4552
27711,False,,,MG 4929
27321,False,,,MG 4734
27718,False,,,MG 4894
27326,False,,,MG 4801
27712,False,,,MG 6778
28636,False,,MG 7103,MZJ10S72892
28680,True,LANCET CORP. ARGENTINA S.R.L.,MG 7096,MZJ10S572906
23255,False,,,MG 1757
22325,False,,,MG 3397
17349,True,SANATORIO OTAMENDI Y MIROLI S.A.,MG 1020,MG 1020
25562,False,,,MG 3605
26398,False,,,MG 3796
25563,False,,,MG 5954
21583,False,,,MG 3875
25561,False,,,MG 2482
25773,True,OXY NET S.A.,MG 7178,MG 7178
28176,True,RESPIRAR S.A.,MG 7362,MG 7362
27301,True,NOVAMED S.A.,MG 7316,MG 7316
25541,False,,,A7-0423
26189,True,1170 COCUZZA S.R.L.,MG 0268,MG 0268
28439,True,RESPIRAR S.A.,MG 3320,MG 3320
20328,False,,,MG 2187
26405,True,RESPIRAR S.A.,MG 3810,MG 3810
26295,True,RESPIRAR S.A.,MG 7153,MG 7153
26724,True,NOVAMED S.A.,MG 7299,MG 7299
28635,False,,MG 3474,G07838665
26261,False,,,MG 4963
26736,True,RSC S.A.,MG 7286,MG 7286
27481,True,RSC S.A.,MG 7289,MG 7289
27987,True,NOVAMED S.A.,MG 7285,MG 7285
25718,True,CENTRO MEDICO AMENABAR SRL,MG 6633,MG 6633
27016,False,,,MG 4463
27152,False,,,MG 4365
27482,True,RSC S.A.,MG 7288,MG 7288
26737,True,RSC S.A.,MG 7287,MG 7287
28125,False,,,MG 7273
25493,False,,,MG 3378
22388,False,,,G3GA020917
27263,False,,,G3GBY000005
22722,False,,,G3GBY000032
27114,True,CENTRO MEDICO AMENABAR SRL,MG 2912,MG 2912
27975,False,,,MG 3379
25806,False,,,MG 3514
25233,True,SICOMED S.A.,MG 7134,MG 7134
27113,False,,,13074403
28062,False,,,MG 6522
28212,False,,,MG 5016
27708,False,,,MG 4795
27744,True,1170 COCUZZA S.R.L.,MG 5013,MG 5013
28432,True,ANDREOLI EDUARDO GABRIEL,MG 4914,MG 4914
26244,False,,,MG 3526
27044,True,MD FLY S.A.,MG 7080,MG 7080
18729,True,VIDAMED S.R.L.,MG 0172,MG 0172
16290,True,VIDAMED S.R.L.,MG 2249,MG 2249
27453,False,,,MG 0637
27454,True,NOVAMED S.A.,MG 2889,MG 2889
26293,True,XIPAP S.A.,MG 7150,MG 7150
27412,False,,,MG 7156
26304,True,XIPAP S.A.,MG 7166,MG 7166
28049,False,,,MG 6697
28025,True,LANCET CORP. ARGENTINA S.R.L.,MG 3315,MG 3315
26463,True,AVIL SALUD S.R.L,MG 6725,MG 6725
27366,True,AVIL SALUD S.R.L,MG 7242,MG 7242
26074,False,,,MG 6814
26859,False,,,MG 3662
24824,False,,,MG 4916
27815,True,AVIL SALUD S.R.L,MG 6892,MG 6892
25396,True,AVIL SALUD S.R.L,MG 4185,MG 4185
27590,True,AVIL SALUD S.R.L,MG 5901,MG 5901
26860,False,,,MG 7149
25382,True,PERELETEGUI ADRIAN MATIAS,MG 4232,MG 4232
28638,True,1170 COCUZZA S.R.L.,MG 6269,E2120301121
26051,True,PERELETEGUI ADRIAN MATIAS,MG 7201,ES122607201
26066,False,,,MG 6947
26943,True,PERELETEGUI ADRIAN MATIAS,MG 6960,MG 6960
26931,False,,,MG 7283
27802,True,PERELETEGUI ADRIAN MATIAS,MG 4506,MG 4506
27804,True,PERELETEGUI ADRIAN MATIAS,MG 5850,MG 5850
27813,True,PERELETEGUI ADRIAN MATIAS,MG 6074,MG 6074
27807,True,PERELETEGUI ADRIAN MATIAS,MG 5982,MG 5982
28639,False,,MG 6060,E2320101179
28640,False,,MG 5998,E2320101257
25863,True,PERELETEGUI ADRIAN MATIAS,MG 7212,MG 7212
27816,True,PERELETEGUI ADRIAN MATIAS,MG 6976,MG 6976
27819,True,PERELETEGUI ADRIAN MATIAS,MG 6991,MG 6991
27818,True,PERELETEGUI ADRIAN MATIAS,MG 6990,MG 6990
27820,True,PERELETEGUI ADRIAN MATIAS,MG 6993,MG 6993
27843,True,LA VIE INSUMOS Y SERVICIOS S.R.L.,MG 4417,MG 4417
26490,True,PERELETEGUI ADRIAN MATIAS,MG 4610,MG 4610
26493,True,PERELETEGUI ADRIAN MATIAS,MG 4677,MG 4677
27016,True,RSC S.A.,MG 4463,MG 4463
27574,True,PERELETEGUI ADRIAN MATIAS,MG 4353,MG 4353
25172,True,PERELETEGUI ADRIAN MATIAS,MG 5636,MG 5636
27017,False,,,MG 5865
27997,True,NOVAMED S.A.,MG 5881,MG 5881
27849,True,PERELETEGUI ADRIAN MATIAS,MG 5905,MG 5905
27592,True,PERELETEGUI ADRIAN MATIAS,MG 5899,MG 5899
27594,True,PERELETEGUI ADRIAN MATIAS,MG 6830,MG 6830
26512,True,PERELETEGUI ADRIAN MATIAS,MG 6752,MG 6752
28352,True,PERELETEGUI ADRIAN MATIAS,MG 7179,MG 7179
23853,True,GRIFFO DAMIAN EZEQUIEL,MG 1420,MG 1420
24446,False,,,MG 3234
24531,True,GRIFFO DAMIAN EZEQUIEL,MG 7137,CSX1881K184
24533,True,GRIFFO DAMIAN EZEQUIEL,MG 7136,CSX1882K090
25135,False,,,MG 6562
26757,False,,,MG 6863
25489,False,,,MG 3170
26995,True,CENTRO MEDICO AMENABAR SRL,MG 3222,MG 3222
26887,False,,,MG 6704
26029,True,GRIFFO DAMIAN EZEQUIEL,MG 7210,MG 7210
26142,True,GRIFFO DAMIAN EZEQUIEL,MG 1513,MG 1513
27916,True,SUCESION DE SLOBINSKY EMILIO ENRIQUE,MG 0033,MG 0033
25576,True,GRIFFO DAMIAN EZEQUIEL,MG 4777,T0614777
26567,True,SUCESION DE SLOBINSKY EMILIO ENRIQUE,MG 2854,MG 2854
26654,False,,,MG 2780
26201,False,,,MG 2486
26281,True,1170 COCUZZA S.R.L.,MG 4560,MG 4560
26546,False,,,MG 4593
25978,True,EMAR SALUD S.R.L.,MG 4781,MG 4781
26058,False,,,MG 4701
27548,True,1170 COCUZZA S.R.L.,MG 7017,MG 7017
27729,False,,,MG 7097
28432,True,SIM ELECTRO MEDICINA,MG 4914,MG 4914
28214,False,,,MG 4201
20363,True,TU TIENDA DIGITAL S.A.S.,MG 2733,MG 2733
26721,True,JORGE AGUSTIN,MG 7322,MG 7322
28437,True,1170 COCUZZA S.R.L.,MG 7323,MG 7323
26719,False,,,MG 7160
26838,False,,,MG 4685
26722,False,,,MG 6075
27619,True,NOVAMED S.A.,MG 5011,MG 5011
17492,True,KERK PABLO ANDRES,MG 1996,MG 1996
16901,True,KERK PABLO ANDRES,MG 3613,MG 3613
27504,True,MEDICINA CATAN S.A.,MG 2914,MG 2914
25301,False,,,MG 3013
24969,False,,,MG 2852
28563,False,,,MG 2875
27683,True,SIED SERVICIO INTEGRAL DOMICILIARIO SRL,MG 7369,MG 7369
26671,False,,,MG 2694
26280,False,,,MG 3473
28009,True,SIED SERVICIO INTEGRAL DOMICILIARIO SRL,MG 7382,MG 7382
26231,False,,,MG 1257
16295,True,SIED SERVICIO INTEGRAL DOMICILIARIO SRL,MG 1659,MG 1659
28108,True,SIED SERVICIO INTEGRAL DOMICILIARIO SRL,MG 3696,MG 3696
27694,False,,,MG 3866
26145,True,SIED SERVICIO INTEGRAL DOMICILIARIO SRL,MG 4040,MG 4040
26143,True,SIED SERVICIO INTEGRAL DOMICILIARIO SRL,MG 4041,MG 4041
16362,False,,,MG 2493
16506,True,SIED SERVICIO INTEGRAL DOMICILIARIO SRL,MG 3590,MG 3590
18731,True,SIED SERVICIO INTEGRAL DOMICILIARIO SRL,MG 1013,MG 1013
24409,False,,,MG 0860
16845,True,SIED SERVICIO INTEGRAL DOMICILIARIO SRL,MG 3521,MG 3521
19680,True,SIED SERVICIO INTEGRAL DOMICILIARIO SRL,MG 1508,MG 1508
26244,True,SOENSA S.A.,MG 3526,MG 3526
23784,False,,,MG 1883
19563,False,,,MG 2840
26407,False,,,MG 3465
26567,True,GRIFFO DAMIAN EZEQUIEL,MG 2854,MG 2854
27066,True,SUCESION DE SLOBINSKY EMILIO ENRIQUE,MG 3496,MG 3496
28054,False,,,MG 1464
26913,False,,,MG 3528
26654,True,GRIFFO DAMIAN EZEQUIEL,MG 2780,MG 2780
28467,True,SUCESION DE SLOBINSKY EMILIO ENRIQUE,MG 2485,MG 2485
28057,True,SUCESION DE SLOBINSKY EMILIO ENRIQUE,MG 2312,MG 2312
22020,False,,,MG 0562
27880,True,SUCESION DE SLOBINSKY EMILIO ENRIQUE,MG 2504,MG 2504
24724,False,,,MG 2506
23055,True,DRE LUIS EROS,MG 0155,MG 0155
25871,False,,,MG 3488
28053,False,,,MG 3522
26201,True,GRIFFO DAMIAN EZEQUIEL,MG 2486,MG 2486
15668,True,SIED SERVICIO INTEGRAL DOMICILIARIO SRL,MG 2452,MG 2452
24582,False,,,MG 2799
25002,False,,,MG 2275
16419,True,SIED SERVICIO INTEGRAL DOMICILIARIO SRL,MG 1467,MG 1467
27597,True,SIED SERVICIO INTEGRAL DOMICILIARIO SRL,MG 6400,MG 6400
26524,True,SIED SERVICIO INTEGRAL DOMICILIARIO SRL,MG 6403,MG 6403
26972,False,,,MG 6413
28109,True,SIED SERVICIO INTEGRAL DOMICILIARIO SRL,MG 6414,MG 6414
28062,True,SIM ELECTRO MEDICINA,MG 6522,MG 6522
27613,True,SIED SERVICIO INTEGRAL DOMICILIARIO SRL,MG 6534,MG 6534
24522,False,,,MG 6559
27599,True,SIED SERVICIO INTEGRAL DOMICILIARIO SRL,MG 6513,MG 6513
28626,False,,MG 6432,MZJ5S121358
26658,True,DIAGNOSTIC MEDIC S.A.,MG 6441,MG 6441
26569,False,,,MG 6500
27333,False,,,MG 6445
26576,True,DIAGNOSTIC MEDIC S.A.,MG 5000,MG 5000
22228,True,SIED SERVICIO INTEGRAL DOMICILIARIO SRL,MG 4549,MG 4549
27488,True,SIED SERVICIO INTEGRAL DOMICILIARIO SRL,MG 4908,MG 4908
22098,True,SIED SERVICIO INTEGRAL DOMICILIARIO SRL,MG 4762,MG 4762
20466,True,SIED SERVICIO INTEGRAL DOMICILIARIO SRL,MG 4897,MG 4897
27497,True,1170 COCUZZA S.R.L.,MG 4779,MG 4779
26782,False,,,MG 4438
27497,True,SIED SERVICIO INTEGRAL DOMICILIARIO SRL,MG 4779,MG 4779
28664,True,SIED SERVICIO INTEGRAL DOMICILIARIO SRL,MG 4906,MZJ5S121748
23617,False,,,MG 4576
25783,False,,,MG 4920
27320,True,SIED SERVICIO INTEGRAL DOMICILIARIO SRL,MG 4596,MG 4596
28112,True,SIED SERVICIO INTEGRAL DOMICILIARIO SRL,MG 5028,MG 5028
27709,False,,,MG 4725
25680,False,,,MG 5029
22269,False,,,MG 4542
25775,False,,,MG 4775
22434,True,SIED SERVICIO INTEGRAL DOMICILIARIO SRL,MG 4057,MG 4057
28196,False,,,MG 4439
24281,False,,,MG 4060
26967,False,,,MG 4498
26357,False,,,MG 4591
22432,True,SIED SERVICIO INTEGRAL DOMICILIARIO SRL,MG 4541,MG 4541
25582,False,,,MG 4736
28214,True,GRUPO SYEMED S.R.L.,MG 4201,MG 4201
25239,False,,,MG 5024
22453,True,SIED SERVICIO INTEGRAL DOMICILIARIO SRL,MG 4197,MG 4197
27698,False,,,MG 4709
25240,False,,,MG 4700
27603,False,,,MG 4166
23096,False,,,MG 4164
26713,True,SIED SERVICIO INTEGRAL DOMICILIARIO SRL,MG 4535,MG 4535
26655,False,,,MG 4566
27200,False,,,MG 4544
24542,False,,,MG 6777
27714,True,SIED SERVICIO INTEGRAL DOMICILIARIO SRL,MG 6776,MG 6776
24393,True,SIED SERVICIO INTEGRAL DOMICILIARIO SRL,MG 6787,MG 6787
28186,True,LANCET CORP. ARGENTINA S.R.L.,MG 6788,MG 6788
28636,True,NOVAMED S.A.,MG 7103,MZJ10S72892
26975,True,SIED SERVICIO INTEGRAL DOMICILIARIO SRL,MG 5048,MG 5048
25216,False,,,MG 5532
27033,False,,,MG 5491
26535,True,SIED SERVICIO INTEGRAL DOMICILIARIO SRL,MG 5352,MG 5352
22992,True,SIED SERVICIO INTEGRAL DOMICILIARIO SRL,MG 5053,MG 5053
27681,True,ANDREOLI EDUARDO GABRIEL,MG 5507,MG 5507
26912,False,,,MG 1485
28625,False,,MG 1678,N5140966
22066,True,SIED SERVICIO INTEGRAL DOMICILIARIO SRL,MG 2161,MG 2161
21157,True,SIED SERVICIO INTEGRAL DOMICILIARIO SRL,MG 2422,MG 2422
19907,True,SIED SERVICIO INTEGRAL DOMICILIARIO SRL,MG 2223,MG 2223
27720,False,,,MG 2245
19128,False,,,MG 2279
28567,False,,,MG 2231
22039,True,SIED SERVICIO INTEGRAL DOMICILIARIO SRL,MG 2400,MG 2400
20108,False,,,MG 2808
23024,True,SIED SERVICIO INTEGRAL DOMICILIARIO SRL,MG 2736,MG 2736
20551,True,SIED SERVICIO INTEGRAL DOMICILIARIO SRL,MG 2729,MG 2729
27903,False,,,922975
28503,True,SIED SERVICIO INTEGRAL DOMICILIARIO SRL,MG 7744,N5147744
21572,True,SIED SERVICIO INTEGRAL DOMICILIARIO SRL,MG 2925,MG 2925
28348,True,GRUPO SIIB TECNOLOGIA MEDICA S.R.L.,MG 5350,MG 5350
28368,True,GRUPO SIIB TECNOLOGIA MEDICA S.R.L.,MG 5479,MG 5479
28369,True,GRUPO SIIB TECNOLOGIA MEDICA S.R.L.,MG 5486,MG 5486
28164,True,MEDICINA CATAN S.A.,MG 3011,MG 3011
27116,True,SANATORIO PRIVADO MARIANO ACOSTA S A,MG 3171,MG 3171
25487,False,,,MG 3169
28262,True,MEDICINA CATAN S.A.,MG 3221,MG 3221
27117,True,CENTRO MEDICO AMENABAR SRL,MG 3220,MG 3220
27086,False,,,MG 3218
25303,False,,,MG 3215
27975,True,SICOMED S.A.,MG 3379,MG 3379
27492,False,,,MG 3482
28432,True,GRUPO SYEMED S.R.L.,MG 4914,MG 4914
28214,True,SIED SERVICIO INTEGRAL DOMICILIARIO SRL,MG 4201,MG 4201
20363,True,GRUPO SYEMED S.R.L.,MG 2733,MG 2733
23436,False,,,MG 4326
23787,False,,,MG 5306
23075,False,,,MG 2072
23435,True,WIOR MARCELA VERONICA,MG 6808,MG 6808
23228,True,WIOR MARCELA VERONICA,MG 4563,MG 4563
23795,True,WIOR MARCELA VERONICA,MG 5245,MG 5245
21407,True,WIOR MARCELA VERONICA,MG 5297,mg 5297
15819,True,WIOR MARCELA VERONICA,MG 2273,MG 2273
27154,True,C Y G MEDICINAL SRL,MG 6071,MG 6071
27892,False,,,MG 7266
26931,True,PERELETEGUI ADRIAN MATIAS,MG 7283,MG 7283
26931,True,ALCLA S.A.C.I.F.I.A.,MG 7283,MG 7283
28149,False,,,MG 7358
26307,True,ALCLA S.A.C.I.F.I.A.,MG 7328,MG 7328
28142,True,ALCLA S.A.C.I.F.I.A.,MG 7360,MG 7360
28141,True,ALCLA S.A.C.I.F.I.A.,MG 7359,MG 7359
28125,True,SICOMED S.A.,MG 7273,MG 7273
26748,False,,,180540321081A1V
26062,True,ALCLA S.A.C.I.F.I.A.,,180940301083A1V
26061,False,,,200743941083A1V
27913,False,,,201040031083A1V
26697,False,,,MG 4419
25447,False,,,MG 6346
26671,True,SIED SERVICIO INTEGRAL DOMICILIARIO SRL,MG 2694,MG 2694
23667,False,,,MG 2696
25717,False,,,MG 2911
25301,True,VITAL LIFE SOCIEDAD ANONIMA,MG 3013,MG 3013
25300,True,ALCLA S.A.C.I.F.I.A.,MG 3008,MG 3008
27086,True,SANATORIO PRIVADO MARIANO ACOSTA S A,MG 3218,MG 3218
26607,True,ALCLA S.A.C.I.F.I.A.,MG 7200,MG 7200
27470,True,CENTRO MEDICO AMENABAR SRL,MG 7206,MG 7206
27047,False,,,MG 7201
26270,True,ALCLA S.A.C.I.F.I.A.,MG 3360,MG 3360
20175,False,,,MG 3353
27516,False,,,MG 3354
28160,False,,,MG 3366
17656,True,ALCLA S.A.C.I.F.I.A.,MG 3610,MG 3610
26887,True,GRIFFO DAMIAN EZEQUIEL,MG 6704,MG 6704
25117,True,ALCLA S.A.C.I.F.I.A.,MG 7015,MG 7015
26612,False,,,MG 7175
24755,False,,,MG 7126
25296,True,ALCLA S.A.C.I.F.I.A.,MG 6803,MG 6803
25122,True,ALCLA S.A.C.I.F.I.A.,MG 6801,MG 6801
25292,True,ALCLA S.A.C.I.F.I.A.,MG 6702,MG 6702
25293,True,ALCLA S.A.C.I.F.I.A.,MG 6703,MG 6703
26934,False,,,MG 4076
27154,True,GUARDIS YAMILA MARIBEL,MG 6071,MG 6071
25806,True,SICOMED S.A.,MG 3514,MG 3514
26404,True,ALCLA S.A.C.I.F.I.A.,MG 6779,MG 6779
26129,True,ALCLA S.A.C.I.F.I.A.,MG 6780,MG 6780
26169,True,ALCLA S.A.C.I.F.I.A.,MG 6864,MG 6864
26184,True,ALCLA S.A.C.I.F.I.A.,MG 6865,MG 6865
26265,True,ALCLA S.A.C.I.F.I.A.,MG 6866,MG 6866
26720,True,ALCLA S.A.C.I.F.I.A.,MG 6878,MG 6878
26063,True,ALCLA S.A.C.I.F.I.A.,MG 7105,MG 7105
24390,False,,,MG 3797
26757,True,GRIFFO DAMIAN EZEQUIEL,MG 6863,MG 6863
26874,True,NOVAMED S.A.,MG 7311,MG 7311
27301,True,RESPIRAR S.A.,MG 7316,MG 7316
26393,True,NOVAMED S.A.,MG 0096,MA23080040096
26460,True,NOVAMED S.A.,MG 4869,MG 4869
26322,True,NOVAMED S.A.,MG 7309,MG 7309
28119,True,NOVAMED S.A.,MG 3137,MG 3137
27107,True,NOVAMED S.A.,MG 3131,MG 3131
26680,True,NOVAMED S.A.,MG 0031,G70031
26747,True,NOVAMED S.A.,MG 6567,MG 6567
27495,True,NOVAMED S.A.,MG 7162,MG 7162
27085,True,NOVAMED S.A.,MG 7163,MG 7163
